case number,CA-LOS ANGELES,CA-LOS GATOS,CA-SAN DIEGO,CA-WALNUT CREEK,DE-WILMINGTON,FL-CLEARWATER,IL-CHICAGO,MA-FRAMINGHAM,MA-SPRINGFIELD,MI-ANN ARBOR,NC-CHARLOTTE,NY-BUFFALO,NY-NEW YORK CITY,OH-COLUMBUS,OH-CLEVELAND HEIGHTS,OH-TOLEDO,PA-PHILADELPHIA,PA-PITTSBURGH,WA-KENT,WI-MADISON,NY-Westchester
919,0.056147726,0.056147726,0.062208188,0.061787602,0.063493812,0.110697794,0.052419493,0.074685071,0.124749752,0.051395994,0.147573758,0.050233193,0.060950644,0.046458855,0.037534428,0.054627405,0.059573069,0.267692244,0.063493812,0.076718311,NA
920,0.240780928,0.22116298,0.330808375,0.261554657,0.246599442,0.360894306,0.237907057,0.286668615,0.193535605,0.341847471,0.527944442,0.26382633,0.264614999,0.303328771,0.168806431,0.21577275,0.28718391,0.59055784,0.277083279,0.30978596,NA
921,0.076603747,0.068580553,0.086797142,0.085479428,0.079049642,0.221455052,0.075406993,0.096756487,0.140628651,0.057572366,0.346192374,0.130136903,0.086821027,0.067475609,0.04273073,0.066435218,0.09608133,0.319409563,0.092379744,0.107694834,NA
922,0.076793337,0.076793337,0.084881834,0.084321737,0.086592776,0.137172922,0.071798508,0.101414511,0.166179193,0.066407585,0.279993129,0.086297322,0.083206609,0.083117255,0.05171087,0.07475827,0.081369602,0.338247302,0.086592776,0.104093576,NA
923,0.136430941,0.136430941,0.149781837,0.148863156,0.152582832,0.230454264,0.128095345,0.176516997,0.274587216,0.125790412,0.314960256,0.152099714,0.147031543,0.146884629,0.093849624,0.1330432,0.144006768,0.492591867,0.152582832,0.180780899,NA
1012,0.232407233,0.250792291,0.295020404,0.25624818,0.253508874,0.53902265,0.217514657,0.293949171,0.260499449,0.283660165,0.780791719,0.161563303,0.245427058,0.122294973,0.266445903,0.232407233,0.279452586,0.689745954,0.26743373,0.306337729,NA
1017,0.231435966,0.231435966,0.328065891,0.252952741,0.259381666,0.524303843,0.216988053,0.300630153,0.226479349,0.270666118,0.76999925,0.251009947,0.24978547,0.167796812,0.231499356,0.225565842,0.32484767,0.664693336,0.259381666,0.307954623,NA
1025,0.036823192,0.032002703,0.052024286,0.040605482,0.039488395,0.089706386,0.033852979,0.046659326,0.069542038,0.03385418,0.090277257,0.031235724,0.040605482,0.028696577,0.013933373,0.031114609,0.038575971,0.106918255,0.045383571,0.051398021,NA
1035,0.398553359,0.398553359,0.502891789,0.423166834,0.430275645,0.525752456,0.381273509,0.473433327,0.442754733,0.512567858,0.592019379,0.429358765,0.419624132,0.43771756,0.336587273,0.3916084,0.468964882,0.784096075,0.430275645,0.480682893,NA
1036,0.386168158,0.386168158,0.564243054,0.414539265,0.422870021,0.591298239,0.366666799,0.474877745,0.44080366,0.492976715,0.744026831,0.374226618,0.410410998,0.371425731,0.247897865,0.378290392,0.453377203,0.821298501,0.422870021,0.483872209,NA
1039,0.567862688,0.604420424,0.735372522,0.615133875,0.609762265,1.467371181,0.537693474,0.687662079,0.83540859,0.855729585,1.549975808,0.67484207,0.593826131,0.708909154,0.404121882,0.567862688,0.789133157,1.104591255,0.636917541,0.710979829,NA
1040,0.331588972,0.331588972,0.398970822,0.355480277,0.362516264,0.728199373,0.315226485,0.406666469,0.399964289,0.402115153,0.82945685,0.250112768,0.351997175,0.192400773,0.340159447,0.324973584,0.397590825,0.835778461,0.362516264,0.414342738,NA
1042,0.452649566,0.465834952,0.484812001,0.475756441,0.479068252,0.792358546,0.42649499,0.528803015,0.69091956,0.643811573,0.77115903,0.522869489,0.465834952,0.592465447,0.382511033,0.449362847,0.580656184,0.822275575,0.495649097,0.532109285,NA
1043,0.204338894,0.215010329,0.286979323,0.223321086,0.226150855,0.530049496,0.184353477,0.272302725,0.354042188,0.26301306,0.694960322,0.253218369,0.215010329,0.24811214,0.145924294,0.20174289,0.251566968,0.62612194,0.240754291,0.275633986,NA
1044,0.163222381,0.171316602,0.178652657,0.177593887,0.179726004,0.354476492,0.14796087,0.214122063,0.45484104,0.212907204,0.389870504,0.226419752,0.171316602,0.308593341,0.111924626,0.161247563,0.203681991,0.529652281,0.190686592,0.216577233,NA
1045,0.214501559,0.195058373,0.189022543,0.230572604,0.221287643,0.589706019,0.203530434,0.252445586,0.475115573,0.280768834,0.499689884,0.235811594,0.225896341,0.330047221,0.122624154,0.190923653,0.267585823,0.592495159,0.247468392,0.265175569,NA
1097,0.320026002,0.327068312,0.442143175,0.345138719,0.320026002,0.659180305,0.30626163,0.375416053,0.315017431,0.416710551,0.805482176,0.241621817,0.345138719,0.223852959,0.299650121,0.28001703,0.381533477,0.809823162,0.367690972,0.403255167,NA
1213,0.369878379,0.400383559,0.509467429,0.404318736,0.404318736,0.825379825,0.348129795,0.475411042,0.564877176,0.555135814,0.94221965,0.350302006,0.396475588,0.370123959,0.290272541,0.38491454,0.485572506,0.777756443,0.436783643,0.488785608,NA
1250,0.187167051,0.203862035,0.164255942,0.206024968,0.206024968,0.55498679,0.175350682,0.245382983,0.482250734,0.244727146,0.496640982,0.243439561,0.20171604,0.318858058,0.13321271,0.195379557,0.230768452,0.563865436,0.223938623,0.252831583,NA
1284,0.38389526,0.391987647,0.494275864,0.412471174,0.38389526,0.727016344,0.367905701,0.445855747,0.393248295,0.601835937,0.717357757,0.587054932,0.412471174,0.62259859,0.2918399,0.336810269,0.570768945,0.724737305,0.437451397,0.47548434,NA
1287,0.434866235,0.470600172,0.616531744,0.475210099,0.475210099,0.834051391,0.409390585,0.558505939,0.429893748,0.541129549,1.261907836,0.370420001,0.466022182,0.282115452,0.383533753,0.452479341,0.520615107,0.915962005,0.513244619,0.574178753,NA
1297,0.195937567,0.171514374,0.291169192,0.214715613,0.209205005,0.402413599,0.180953441,0.24406254,0.148894048,0.231721205,0.731946763,0.179648265,0.214715613,0.125945468,0.186629049,0.166955525,0.275853148,0.57225596,0.23795056,0.266428729,NA
1301,0.405884701,0.442211712,0.620974102,0.446904446,0.446904446,0.888434806,0.380057842,0.531797073,0.680305932,0.621465028,1.000583388,0.455600705,0.437552682,0.534853488,0.292144423,0.423778038,0.538484526,0.902070708,0.48565562,0.547768491,NA
1304,0.190521858,0.207439716,0.167284603,0.209630613,0.209630613,0.564534267,0.178540212,0.249461016,0.48772105,0.214199223,0.547994576,0.329063028,0.20526577,0.302558569,0.135761958,0.198845556,0.282857143,0.569243676,0.227767839,0.256991247,NA
1310,0.473729024,0.508145897,0.556066593,0.512541818,0.512541818,1.176056244,0.448818118,0.590273945,0.856359024,0.699618667,0.984731228,0.533210248,0.503770514,0.57598685,0.424320818,0.490768942,0.612180146,0.983375667,0.548431625,0.604547364,NA
1318,0.421978414,0.399493081,0.457060442,0.44479192,0.428467052,0.81734063,0.418744022,0.471146757,0.617894286,0.573763833,0.817703971,0.56469709,0.448072411,0.513372261,0.323806413,0.393141398,0.614388925,0.791332014,0.461236821,0.494345073,NA
1319,0.436734682,0.414026262,0.472041642,0.459711476,0.443276214,0.714856042,0.433472005,0.486176227,0.501227551,0.533825972,0.717517366,0.422066837,0.463010241,0.390779011,0.337131983,0.407600351,0.505636082,0.812058704,0.476234838,0.509401762,NA
1322,0.346712705,0.32389202,0.410371142,0.370548456,0.353420383,0.84040143,0.343389925,0.398996917,0.461528151,0.533098045,0.931193698,0.265062865,0.374034935,0.303733433,0.347557609,0.317561155,0.467293061,0.810480341,0.388180674,0.424905939,NA
1323,0.088415554,0.09078592,0.098885991,0.096963665,0.088415554,0.268929315,0.083841886,0.107629499,0.261217387,0.10626003,0.300705997,0.137092446,0.096963665,0.128071859,0.053573825,0.075334345,0.145941049,0.355609185,0.104870082,0.117795192,NA
1324,0.230565074,0.213017263,0.317013757,0.249100875,0.235760766,0.34573174,0.227997482,0.271470715,0.231835457,0.310418157,0.535863039,0.240353112,0.251828598,0.257579532,0.163557055,0.208186255,0.279491156,0.598417301,0.262936112,0.292046848,NA
1325,0.473871626,0.450777579,0.509465345,0.497078003,0.480494897,0.743995344,0.470563289,0.523609162,0.538604596,0.574708569,0.723820523,0.458972844,0.500396565,0.426970384,0.3713837,0.444213675,0.542983986,0.834634791,0.51366754,0.546720208,NA
1326,0.136317564,0.125742518,0.117339951,0.147631795,0.139473571,0.398348036,0.134762235,0.161500974,0.236763871,0.127159397,0.351554885,0.11879177,0.149310024,0.109129653,0.081427539,0.122852859,0.142633045,0.47546351,0.156180609,0.174483138,NA
1327,0.204290244,0.189599685,0.177797766,0.219810319,0.208639789,0.482934501,0.202140885,0.238562451,0.335373827,0.195019211,0.427614303,0.194730196,0.222095258,0.186894429,0.126023835,0.185554001,0.212978291,0.595873478,0.231404035,0.255849034,NA
1328,0.163834087,0.167854071,0.181457971,0.178247979,0.163834087,0.276019073,0.15602683,0.195915154,0.294749078,0.160062304,0.332124238,0.171420367,0.178247979,0.173862736,0.102617948,0.141324483,0.172627393,0.542675374,0.191377685,0.21243443,NA
1329,0.446554518,0.453124811,0.481976047,0.469617206,0.446554518,0.720236651,0.433472005,0.496128567,0.524438232,0.550299973,0.722867225,0.431809704,0.469617206,0.40029989,0.355155124,0.407600351,0.522214663,0.82583094,0.489492846,0.519348988,NA
1331,0.44364627,0.416568585,0.554160405,0.471062949,0.451452037,0.773726066,0.43975355,0.502601709,0.507691865,0.638961378,0.740125707,0.629628903,0.474997841,0.640352083,0.338030378,0.408916348,0.626308209,0.776792239,0.4907636,0.530189727,NA
1332,0.111246547,0.114406532,0.163255912,0.122649924,0.111246547,0.181134131,0.105155167,0.136899116,0.091644067,0.165727564,0.411069787,0.123917621,0.122649924,0.14664456,0.077527746,0.09385078,0.140977162,0.372251745,0.13321132,0.15048678,NA
1333,0.369075278,0.376742996,0.568518124,0.396336182,0.369075278,0.569164421,0.354035723,0.428908354,0.338597827,0.487507152,0.773909414,0.265555721,0.396336182,0.269264455,0.26773085,0.325161579,0.434186182,0.806971925,0.420627595,0.458586305,NA
1334,0.782494226,0.796217227,1.037667718,0.831039904,0.782494226,1.440109778,0.755416152,0.888193401,0.771247677,0.989535009,1.621410442,0.523805854,0.831039904,0.454665059,0.584567665,0.702799902,0.924065995,1.532938778,0.873747484,0.939518225,NA
1335,0.305268743,0.280573062,0.408013663,0.331137604,0.312544504,0.689955649,0.301666695,0.361995183,0.199875843,0.344170448,0.692632435,0.541632792,0.334922778,0.30645696,0.216382437,0.273745201,0.47542517,0.646346683,0.35027322,0.389972768,NA
1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1337,0.240432304,0.223873989,0.210492757,0.257808504,0.245314116,0.685023735,0.238016435,0.278644528,0.515331431,0.277274333,0.582587489,0.359990241,0.260356622,0.331111465,0.150946057,0.219294862,0.355672223,0.630707888,0.270710989,0.297699978,NA
1338,0.122333426,0.111825729,0.177566455,0.13367987,0.125487933,0.201107539,0.120781913,0.147723748,0.123102877,0.140407444,0.491331971,0.179969939,0.135371555,0.127638635,0.083371967,0.108971866,0.18836986,0.40534217,0.142319552,0.160993171,NA
1339,0.24118717,0.223592792,0.292518531,0.259834189,0.246406733,0.607105367,0.238609652,0.282452083,0.23736487,0.2260733,0.916646929,0.269552709,0.262584893,0.104091944,0.244207567,0.218756469,0.397661688,0.678607385,0.273806149,0.30339444,NA
1341,0.49076088,0.497397042,0.526354055,0.513986345,0.49076088,0.75413709,0.477500652,0.540450161,0.568435764,0.598312211,0.729909904,0.475811314,0.513986345,0.443597421,0.396800572,0.451093555,0.566247768,0.850775856,0.53384971,0.563425405,NA
1343,0.205858395,0.211310479,0.270207556,0.225502787,0.205858395,0.607158139,0.195328436,0.249945439,0.257953151,0.232280341,0.726140802,0.226472427,0.225502787,0.166803136,0.132378462,0.175707373,0.274268599,0.626635022,0.243629233,0.273167838,NA
1390,0.12419764,0.138876433,0.162703822,0.140820428,0.140820428,0.54025795,0.114153228,0.177933891,0.433614316,0.159297725,0.487574334,0.2105462,0.136957303,0.212141161,0.068015326,0.131346476,0.16933172,0.417676411,0.157299615,0.185338088,NA
1417,0.055667821,0.059081793,0.051669102,0.061770037,0.062691235,0.213987989,0.049389792,0.078131634,0.249007903,0.074388954,0.167397894,0.109628583,0.059081793,0.085633026,0.036469076,0.054843787,0.082508347,0.254144878,0.067492343,0.079276221,NA
1437,0.210674284,0.231922082,0.326108772,0.234693459,0.234693459,0.400460421,0.195794178,0.28583134,0.252411099,0.212212167,0.816736134,0.316893363,0.229176564,0.150064186,0.24644057,0.221094281,0.355865772,0.616192965,0.257804821,0.295655143,NA
1465,0.563845957,0.574043012,0.643247614,0.599906654,0.563845957,1.213823918,0.543717228,0.642322774,0.796940457,0.629879468,0.775614594,0.890689953,0.599906654,0.447372369,0.404550348,0.504573829,0.798221704,1.113557296,0.631605332,0.680385302,NA
2369,0.247462478,0.270338933,0.347973278,0.277114252,0.250649607,0.457241677,0.238065378,0.290974348,0.251643834,0.404610272,0.641830155,0.428654996,0.263668847,0.49254695,0.173690869,0.202973979,0.387839571,0.561258023,0.280540906,0.316183178,NA
2370,0.192029573,0.169349196,0.268201318,0.211219895,0.21407303,0.292952224,0.176662782,0.247294575,0.134088277,0.296222847,0.468386864,0.229220715,0.211219895,0.272161924,0.137851263,0.181674913,0.237708428,0.516183174,0.228757427,0.263493797,NA
2371,0.353575444,0.378207237,0.354224796,0.387616701,0.365803604,0.784181412,0.344527428,0.413104455,0.6279308,0.514625303,0.657652811,0.509478032,0.381333936,0.448025426,0.277145721,0.312340267,0.520861452,0.754301215,0.397110756,0.442338444,NA
2372,0.443069542,0.402736288,0.570644162,0.472792729,0.464176717,0.956573936,0.418566309,0.517330099,0.602000259,0.581429841,1.011224826,0.493368029,0.472792729,0.394292861,0.29304506,0.394973893,0.656729059,0.939740403,0.508230666,0.549916232,NA
2373,0.132039156,0.117554819,0.095571611,0.143057101,0.139833182,0.51804826,0.12317575,0.160113528,0.275115297,0.104951592,0.290441487,0.219577957,0.143057101,0.074801113,0.078714877,0.114828605,0.198771784,0.469592419,0.156575459,0.173007175,NA
2374,0.37662266,0.37662266,0.432029195,0.400784271,0.407782887,0.598235525,0.359724952,0.450468322,0.61741756,0.60454639,0.535884703,0.564118612,0.39729989,0.571100013,0.316273284,0.369824871,0.551428976,0.756323447,0.407782887,0.457671878,NA
2375,0.292274495,0.263149503,0.39012919,0.313748376,0.307525585,0.575175858,0.2745731,0.345845086,0.408460396,0.442218863,0.688784115,0.444166289,0.313748376,0.444320882,0.212280076,0.257553632,0.472973623,0.663139517,0.339300448,0.369201621,NA
2376,0.359283109,0.329765286,0.461224692,0.383015805,0.386455239,0.643796313,0.339470018,0.424969081,0.520201999,0.530386965,0.716885069,0.534877182,0.383015805,0.524174108,0.279442178,0.346016214,0.556442125,0.7403939,0.40381666,0.442811976,NA
2379,0.438618478,0.406720211,0.54395944,0.463798227,0.467413518,0.714931642,0.417279678,0.507324182,0.601701136,0.618910619,0.735704647,0.615724974,0.463798227,0.605510195,0.35080012,0.424362348,0.636091764,0.800732785,0.485533775,0.525465128,NA
2380,0.248436008,0.222866145,0.343595123,0.269635631,0.257383164,0.378492124,0.233993207,0.298510293,0.197569944,0.261557452,0.625666003,0.438140465,0.263463652,0.265480308,0.159335948,0.217445994,0.406134453,0.597549593,0.291941564,0.315296179,NA
2381,0.0875496,0.076845589,0.13189907,0.096788444,0.091407306,0.147101744,0.081446324,0.109939523,0.06670078,0.124044905,0.361217134,0.092386086,0.094063396,0.113186995,0.052146917,0.074635628,0.107128694,0.295108406,0.106888027,0.117903902,NA
2382,0.444989676,0.444989676,0.477082238,0.468039892,0.474655189,0.825071506,0.428663153,0.514452564,0.675602236,0.59559118,0.815125452,0.603564762,0.464736306,0.54003849,0.378341436,0.438442771,0.642462696,0.817038996,0.474655189,0.521081276,NA
2383,0.310832347,0.336263301,0.379128344,0.346060527,0.323417362,0.677274825,0.301572523,0.372814524,0.521129631,0.480781316,0.549673429,0.491393781,0.339513928,0.466482326,0.240406138,0.269010124,0.467678492,0.699004417,0.355990102,0.403863804,NA
2385,0.312355932,0.312355932,0.409492367,0.334607663,0.341108516,0.650144188,0.296968023,0.381308396,0.482087899,0.465037368,0.707715952,0.493169073,0.331380442,0.46463436,0.258041781,0.306148438,0.500388473,0.696260958,0.341108516,0.38818724,NA
2392,0.405550911,0.374453398,0.517426693,0.430287367,0.416101312,0.692990671,0.388163474,0.462592781,0.536477711,0.57352854,0.725871456,0.561842748,0.423178506,0.57269622,0.28680104,0.367671669,0.590178494,0.762192129,0.455376806,0.480694829,NA
2410,0.237625114,0.237625114,0.295060425,0.256319653,0.261864704,0.631363438,0.224942047,0.297065198,0.3704252,0.340798869,0.877567419,0.252183967,0.25358126,0.196952829,0.269381178,0.232485505,0.3993421,0.678073805,0.261864704,0.303256127,NA
2438,0.472656829,0.472656829,0.520691831,0.502036736,0.510600392,1.298560326,0.452257263,0.563464539,0.836977532,0.694714027,1.086819355,0.48998895,0.497782661,0.526978232,0.415346345,0.464437081,0.63587148,0.992147346,0.510600392,0.572508871,NA
2507,0.141547869,0.14869086,0.134720594,0.154264049,0.15616392,0.66529155,0.128204354,0.187336217,0.475592435,0.154219408,0.641042638,0.229990721,0.14869086,0.19172084,0.076969116,0.139812286,0.23172379,0.492841925,0.165987917,0.189601421,NA
2721,0.124342386,0.136373707,0.090871415,0.13794467,0.13794467,0.436152308,0.115926636,0.167033043,0.42815606,0.193783362,0.307554561,0.165573995,0.134817838,0.224012107,0.086569591,0.130239967,0.145826473,0.443604162,0.151065085,0.17264746,NA
2722,0.363977966,0.388898466,0.355460235,0.392057821,0.392057821,0.733591099,0.345747152,0.44694894,0.665530613,0.613828114,0.585456044,0.444349146,0.385748415,0.518084574,0.308476935,0.376356432,0.462675161,0.756123917,0.417638443,0.456812181,NA
2867,0.319045111,0.289032447,0.444161208,0.34381829,0.347458164,0.712790498,0.298805301,0.389122105,0.464645113,0.544499406,0.874417372,0.275580123,0.34381829,0.366709113,0.328776474,0.305449249,0.454890628,0.782321938,0.3660302,0.409017423,NA
2912,0.426272605,0.426272605,0.415892163,0.453775566,0.461810496,1.14125379,0.407235315,0.511585912,0.786719178,0.682598441,0.768595017,0.427130985,0.449787184,0.431743422,0.377352701,0.418595845,0.539886298,0.942698641,0.461810496,0.520130858,NA
2964,0.350017159,0.376884045,0.417770975,0.380324553,0.380324553,0.749849776,0.330655789,0.441433075,0.389689256,0.427581035,0.861529153,0.258853434,0.373461521,0.199774969,0.398985542,0.36330305,0.400574999,0.824249907,0.408480543,0.452698802,NA
2966,0.229427764,0.240780928,0.313574858,0.249543933,0.252511798,0.342896564,0.207867174,0.299752465,0.222085031,0.314027562,0.508240873,0.276271409,0.240780928,0.296698857,0.182515543,0.226648948,0.271301656,0.594369254,0.267698168,0.30307631,NA
2992,0.511363119,0.477621601,0.600194523,0.546647868,0.521288088,1.175988689,0.506447867,0.588824585,0.652230838,0.742539945,1.278440147,0.476520693,0.55181294,0.31079878,0.422411924,0.468267487,0.727520133,1.137807209,0.572780175,0.627302762,NA
2999,0.127215914,0.133229051,0.108058894,0.137895329,0.139480989,0.441319919,0.115884112,0.165137072,0.259038318,0.093411846,0.406426066,0.171117965,0.133229051,0.08930682,0.085493209,0.125749312,0.163186597,0.472169435,0.147639572,0.166975313,NA
3000,0.46895267,0.482194587,0.501212749,0.492143487,0.49546156,0.786169846,0.442617845,0.545117309,0.582757004,0.506007386,0.765968635,0.579705046,0.482194587,0.387734609,0.39812542,0.46564828,0.596544915,0.840821539,0.512052076,0.548406865,NA
3020,0.528215099,0.528215099,0.633843374,0.564214323,0.574779715,1.257540767,0.503444392,0.640727833,0.919050906,0.871872069,1.254526355,0.633242398,0.55897803,0.539881708,0.441781286,0.518211964,0.817965041,1.137874251,0.574779715,0.652136346,NA
3024,0.237936444,0.25799407,0.29519642,0.26397751,0.240718822,0.679036765,0.229752128,0.276289066,0.502746657,0.452788595,0.664541361,0.1938816,0.252123953,0.252992357,0.158715294,0.199377759,0.309327257,0.60751963,0.267012097,0.298963423,NA
3043,0.363459797,0.340270561,0.421768549,0.387301614,0.370209322,0.499555335,0.360104903,0.415219518,0.428451689,0.535352152,0.411974017,0.376131638,0.39075516,0.397991035,0.271455188,0.333777588,0.405507114,0.744035492,0.40467598,0.440109089,NA
3046,0.468066951,0.481306525,0.500323504,0.491254486,0.494572402,0.802253749,0.441740491,0.544235163,0.704014097,0.659331258,0.7737364,0.538326305,0.481306525,0.607360717,0.397273399,0.46476334,0.595688529,0.831477872,0.511163309,0.547525803,NA
3052,0.037486353,0.042318672,0.03749213,0.044280082,0.039832332,0.088033628,0.035814598,0.04994273,0.098659919,0.029381362,0.084970738,0.052679329,0.042963069,0.029032994,0.022586369,0.030278548,0.044151081,0.195775556,0.046328003,0.057131289,NA
3397,0.300263216,0.312617434,0.355727487,0.322112565,0.325321181,0.690152283,0.276606776,0.376030758,0.349719762,0.357541697,0.850353075,0.20977195,0.312617434,0.158639725,0.33106,0.297229417,0.352807406,0.78954825,0.341689414,0.379580631,NA
3399,0.059231477,0.062849454,0.082167076,0.065697158,0.066672762,0.25676623,0.052573925,0.083006938,0.13715996,0.04178984,0.232250432,0.107441559,0.062849454,0.046109394,0.026044725,0.058357952,0.074859852,0.173020061,0.071755445,0.084216422,NA
3433,0.264092715,0.291333367,0.393521793,0.294876838,0.294876838,0.637646931,0.244948065,0.359789917,0.385736153,0.465842194,0.814172119,0.316827716,0.287820668,0.397595508,0.280077892,0.277467182,0.370373434,0.671778617,0.324329998,0.372146353,NA
3450,0.280895402,0.302006651,0.300098685,0.308244339,0.305114044,0.667677226,0.263688587,0.351018739,0.40548374,0.401337973,0.600207747,0.215398382,0.295860549,0.160197079,0.295845237,0.280895402,0.315571836,0.76463362,0.32099452,0.364952899,NA
3452,0.338900575,0.362496921,0.405397086,0.369426632,0.365951438,0.833720027,0.31950171,0.416443359,0.499190903,0.517425837,0.911251753,0.280930787,0.355650236,0.302188401,0.377354053,0.338900575,0.458194541,0.829288691,0.383532464,0.4315751,NA
3457,1.166083674,1.079138467,1.556953917,1.235820868,1.195758356,2.338201889,1.117381231,1.327842182,1.436531457,1.76937681,2.483476149,0.898296959,1.215720715,1.093188308,0.799704801,1.060268156,1.541467669,2.032972108,1.307184431,1.379953552,NA
3468,0.219241383,0.239774819,0.321101649,0.245913468,0.242828893,0.50838204,0.202796049,0.288824197,0.205585732,0.255202259,0.762795599,0.248492208,0.233757769,0.161020092,0.22535661,0.219241383,0.303216009,0.642479727,0.25855858,0.303088447,NA
3503,0.255151429,0.281854824,0.33220429,0.285333814,0.285333814,0.497202501,0.236428461,0.349284503,0.305012974,0.406493093,0.453210956,0.236756594,0.278407272,0.222675944,0.268975356,0.268252918,0.269518823,0.684171127,0.314299006,0.361504432,NA
3504,0.125599649,0.140653006,0.16292971,0.142644823,0.142644823,0.380425835,0.115288073,0.180564817,0.186563099,0.172513049,0.392517579,0.182302642,0.138686221,0.11296858,0.107701563,0.132933673,0.159234298,0.42100982,0.159508967,0.188101564,NA
3539,0.428837105,0.444043962,0.503060016,0.455632665,0.459529764,0.832549398,0.399294924,0.519921344,0.514096052,0.506832743,0.854573785,0.341739066,0.444043962,0.2620231,0.437759533,0.425080022,0.490753068,0.92334478,0.479265004,0.524069175,NA
3541,0.348335266,0.372407778,0.415714949,0.379473559,0.375930338,0.765053603,0.32852966,0.427370342,0.390220435,0.422516479,0.857889373,0.24732631,0.365424989,0.188694833,0.386016743,0.348335266,0.408849262,0.856864058,0.393851219,0.442770009,NA
3542,0.342966547,0.342966547,0.402685885,0.36664384,0.373592571,0.737437996,0.326677055,0.416944719,0.384624158,0.418369966,0.865365494,0.235154127,0.36319986,0.182903136,0.379304216,0.336387889,0.410374919,0.840143771,0.373592571,0.424438273,NA
3545,0.17840411,0.196420457,0.28660108,0.201841973,0.180888234,0.314364601,0.171126672,0.213060949,0.135944932,0.197688868,0.713838041,0.18647427,0.191122108,0.117751205,0.176885238,0.144532826,0.244737134,0.523146993,0.204599427,0.23393215,NA
3553,0.242711231,0.264290304,0.255773981,0.267086917,0.267086917,0.612707959,0.227443094,0.318036841,0.347750391,0.351974915,0.598533841,0.174378002,0.261515833,0.132476439,0.278828789,0.253324908,0.265599636,0.697579579,0.290260181,0.327696921,NA
3554,0.27086561,0.296224154,0.393921139,0.299509436,0.299509436,0.51165907,0.252923181,0.359242488,0.275329902,0.349391434,0.738408812,0.215031328,0.292964509,0.192498528,0.310242524,0.283339537,0.309231272,0.723598397,0.326711107,0.370530763,NA
3555,0.269653251,0.291843154,0.391492923,0.298421091,0.295118892,0.508801905,0.251660031,0.343749222,0.27001895,0.345669664,0.740164083,0.204063582,0.285371052,0.180038384,0.302598112,0.269653251,0.317668886,0.742206005,0.311894341,0.358584362,NA
3556,0.271843757,0.293987371,0.395202618,0.300544518,0.29725316,0.502912949,0.253861092,0.345641524,0.266286279,0.349752007,0.744795747,0.205697193,0.287532569,0.18175139,0.308283645,0.271843757,0.320484374,0.738318428,0.313965093,0.360367734,NA
3557,0.063418639,0.070883902,0.073141208,0.073161636,0.072014463,0.121476204,0.057609858,0.089678017,0.138752329,0.055811534,0.250848302,0.085796722,0.068671826,0.072139966,0.04278918,0.063418639,0.063188879,0.29790259,0.077920434,0.095400543,NA
3561,0.277747007,0.301529353,0.337111273,0.304601695,0.304601695,0.67063439,0.260837624,0.360193471,0.3209937,0.338244277,0.835372966,0.201576265,0.29847913,0.154017926,0.316328392,0.289461214,0.32147826,0.750576061,0.329974827,0.370654376,NA
3562,0.324887785,0.294064472,0.347382978,0.347710766,0.341086314,0.658685039,0.306140405,0.382053244,0.379803879,0.466208882,0.620949664,0.207190459,0.347710766,0.167114303,0.330952111,0.28815375,0.366099462,0.790888127,0.375024165,0.407270655,NA
3564,0.185865515,0.185865515,0.267347718,0.20345767,0.208751879,0.424530424,0.174156142,0.243171191,0.283718527,0.233374003,0.735984301,0.143436479,0.200855996,0.143804638,0.177112644,0.181098455,0.228876604,0.618332739,0.208751879,0.249369544,NA
3565,0.37505683,0.37505683,0.437391564,0.399814774,0.40705625,0.773559168,0.357947813,0.45199244,0.417286978,0.45684004,0.874150886,0.260169812,0.396221631,0.203347479,0.413556668,0.368154752,0.445332103,0.871340305,0.40705625,0.459718524,NA
3567,0.343939185,0.357411232,0.403682926,0.367733686,0.371215695,0.75093012,0.318008873,0.425844327,0.39897756,0.40955693,0.862599969,0.243762764,0.357411232,0.185746265,0.376079548,0.340623642,0.400545777,0.844114145,0.388930722,0.42964106,NA
3568,0.332172392,0.346898576,0.451114106,0.358233359,0.362066608,0.765458148,0.304054,0.422802068,0.454072025,0.435421643,0.824149095,0.288747264,0.346898576,0.279390139,0.329407156,0.328560198,0.39911214,0.834934966,0.38164215,0.427061954,NA
3569,0.511072255,0.543021263,0.587397292,0.552342187,0.547671218,1.048587618,0.484549008,0.614904905,0.716403898,0.590676898,0.911824842,0.538280583,0.533784991,0.435641201,0.397559095,0.511072255,0.582462163,1.073898174,0.571233125,0.63480822,NA
3570,0.397447271,0.427257878,0.545696758,0.436024391,0.431627452,0.995029759,0.372995342,0.495607654,0.687647614,0.630304269,0.897032998,0.464023944,0.418601337,0.550364714,0.350478243,0.397447271,0.537609226,0.910060717,0.453883066,0.51481164,NA
3574,0.405436762,0.420017488,0.469714029,0.43113384,0.434872928,0.817166566,0.377135302,0.492852374,0.462375177,0.482523026,0.876293935,0.293400908,0.420017488,0.226038755,0.441113948,0.401835592,0.466401666,0.900952397,0.453813492,0.496835936,NA
