case number,CA-LOS ANGELES,CA-LOS GATOS,CA-SAN DIEGO,CA-WALNUT CREEK,DE-WILMINGTON,FL-CLEARWATER,IL-CHICAGO,MA-FRAMINGHAM,MA-SPRINGFIELD,MI-ANN ARBOR,NC-CHARLOTTE,NY-BUFFALO,NY-NEW YORK CITY,OH-COLUMBUS,OH-CLEVELAND HEIGHTS,OH-TOLEDO,PA-PHILADELPHIA,PA-PITTSBURGH,WA-KENT,WI-MADISON,FL-Lauderdale Lakes
4341,0.420125055,0.410455377,0.45188442,0.43964233,0.449475374,0.816078917,0.385023842,0.482495453,0.625472052,0.58315754,0.811400859,0.585541691,0.43964233,0.521417374,0.354820083,0.410455377,0.6125861,0.796963782,0.459348061,0.489127202,NA
4342,0.438162884,0.428384747,0.470180195,0.457856485,0.467756849,0.784863669,0.40260095,0.500897995,0.642556862,0.650915165,0.769673149,0.504904141,0.457856485,0.58146517,0.371852072,0.428384747,0.56956873,0.809309026,0.477682667,0.507534616,NA
4356,0.286860846,0.31121622,0.345979764,0.317479452,0.317479452,0.427640988,0.275119903,0.363094116,0.379146688,0.41841605,0.372778119,0.339076823,0.314339388,0.346746005,0.243399215,0.308110138,0.31822723,0.686262789,0.339915752,0.380056146,NA
4357,0.25885756,0.28177479,0.314752481,0.287692994,0.287692994,0.393871624,0.247864401,0.331104153,0.346511885,0.381514767,0.361987177,0.308179001,0.284724636,0.315482923,0.218339664,0.278843591,0.288400259,0.654076429,0.308977221,0.347386863,NA
4456,0.237279741,0.22772699,0.378950834,0.274963724,0.274963724,0.538536286,0.209534835,0.308935321,0.244043173,0.45275991,0.821793137,0.342349832,0.271363878,0.353885735,0.300043769,0.234061336,0.426395254,0.647507102,0.289712819,0.337303459,NA
4469,0.240353084,0.226238733,0.333791209,0.26415954,0.26415954,0.617579588,0.204898144,0.295961366,0.195642545,0.27339917,0.660914204,0.462466795,0.258068619,0.222289061,0.189328138,0.234636052,0.406998943,0.607876519,0.276614432,0.309285452,NA
4519,0.32534424,0.314594815,0.449690881,0.347627228,0.359160072,0.744745848,0.287204935,0.39947049,0.355803517,0.327566762,0.890069209,0.521516189,0.347627228,0.233560165,0.284553653,0.314594815,0.512909256,0.818777695,0.370952673,0.407873346,NA
4603,0.30341248,0.312703506,0.399383019,0.322147464,0.325328518,0.500836586,0.265029354,0.364698054,0.326899203,0.316728717,0.682964856,0.534617397,0.328525759,0.287322297,0.252822773,0.309589252,0.48263741,0.701738351,0.348036657,0.378266937,NA
4699,0.306969451,0.291734321,0.410426587,0.33223672,0.33223672,0.512086421,0.26830967,0.365218227,0.311600225,0.33455661,0.676296518,0.527939847,0.325821337,0.29377487,0.247790879,0.300822173,0.49408929,0.705701002,0.345254204,0.378794925,NA
4718,0.256973847,0.310860204,0.401681914,0.307254993,0.303681879,0.653963633,0.272952833,0.333169801,0.297117616,0.281848385,0.866068055,0.520568189,0.318167237,0.209203757,0.28519189,0.307254993,0.476008887,0.799521206,0.314497593,0.372963274,NA
4722,0.271022322,0.279719785,0.362072953,0.288585867,0.29157807,0.461738906,0.235352301,0.32885411,0.293056587,0.280941313,0.669050116,0.495087606,0.294588451,0.256018512,0.224095812,0.276801725,0.443290073,0.666586135,0.313023415,0.341806899,NA
4733,0.364059242,0.36070195,0.480858067,0.401802803,0.419382419,0.574831104,0.34741107,0.440747417,0.389614774,0.417451947,0.700005663,0.618845964,0.401802803,0.362977672,0.349460269,0.381039383,0.582878924,0.783360483,0.408807071,0.458724306,NA
4748,0.258268006,0.250006037,0.363714871,0.290046055,0.290046055,0.544082449,0.234018119,0.317693787,0.374747999,0.434431347,0.677840482,0.441502211,0.287063203,0.430936468,0.235639982,0.255494352,0.448634765,0.653673862,0.302158463,0.340137685,NA
4783,0.284017661,0.273421775,0.407217332,0.306161345,0.317713689,0.780254835,0.246689307,0.358555335,0.425956537,0.46177549,0.882213338,0.442895689,0.306161345,0.408623505,0.257065256,0.273421775,0.475207884,0.730522363,0.329588563,0.367155331,NA
4813,0.529393342,0.544410555,0.670721597,0.559647444,0.564774274,1.217412414,0.466980726,0.628072999,0.786492056,0.677165607,1.064429271,0.866725042,0.569924689,0.635154766,0.415895303,0.539380142,0.773778215,1.0612965,0.601310321,0.649860093,NA
4818,0.266307797,0.263182626,0.403052597,0.302595286,0.320261727,0.513512779,0.250967104,0.342438356,0.262051718,0.295374652,0.844547187,0.444936167,0.302595286,0.177009924,0.323955069,0.282365702,0.484721596,0.77284851,0.309573308,0.361735045,NA
4886,0.197595094,0.208317262,0.320772116,0.228203355,0.243300975,0.354409482,0.192405398,0.265712449,0.159549312,0.238462793,0.758751824,0.31972399,0.231162771,0.143540879,0.286304777,0.222373991,0.369894059,0.63660705,0.228203355,0.282641495,NA
4896,0.406920752,0.449648652,0.56874254,0.458493427,0.467434837,1.010121337,0.411078841,0.513538097,0.691221573,0.633945581,0.971383858,0.659552611,0.467434837,0.578597851,0.432802066,0.458493427,0.671437409,0.967816558,0.471941325,0.547116119,NA
4897,0.426770314,0.481097467,0.621630242,0.492501103,0.50408156,1.345720958,0.431999574,0.564576086,0.801405408,0.685066608,1.13592904,0.857622021,0.50408156,0.747962401,0.318317634,0.492501103,0.730706482,1.102481666,0.509937634,0.609385786,NA
4898,0.268989581,0.25887574,0.404429232,0.308727074,0.308727074,0.773624179,0.239557833,0.34439183,0.3348626,0.439872367,0.859399571,0.437393885,0.304940349,0.369361925,0.25827404,0.265584258,0.462577141,0.751558114,0.32422553,0.374105396,NA
4902,0.294884267,0.304028122,0.389666265,0.31332952,0.316464152,0.428535202,0.257181682,0.355325933,0.318012213,0.308663966,0.668863935,0.524483585,0.319615547,0.293655977,0.245215953,0.300962434,0.472488554,0.693392225,0.338864324,0.368748514,NA
4910,0.380567531,0.377148287,0.498510902,0.418895219,0.436676757,0.673559753,0.363596064,0.458227473,0.539333309,0.593209258,0.724196688,0.596499914,0.418895219,0.58258852,0.365687234,0.397835958,0.599948785,0.784375284,0.425985265,0.476310101,NA
4915,0.365960356,0.391958439,0.47359589,0.395726918,0.391958439,0.79909367,0.337183453,0.430151848,0.450728826,0.535036242,0.738741352,0.590315838,0.395726918,0.539472597,0.305413041,0.38073159,0.528537354,0.715861575,0.403300742,0.441796331,NA
4925,0.545412981,0.594056154,0.847563845,0.606646702,0.606646702,1.108391943,0.522135599,0.699436218,0.547259271,0.596087973,1.381026496,0.676447983,0.600330154,0.43974599,0.450775406,0.587824859,0.739473355,1.249298097,0.65203873,0.734470007,NA
4933,0.282625937,0.299764465,0.446781322,0.303286873,0.296273742,0.639512536,0.244650141,0.351991856,0.403586612,0.375973046,0.927647674,0.43185255,0.310427059,0.315018858,0.192965183,0.296273742,0.467165511,0.714725357,0.325090883,0.355964204,NA
4951,0.143319177,0.138050014,0.133335728,0.154359323,0.160135337,0.247822357,0.124791146,0.180654179,0.314337776,0.17458542,0.165716508,0.163569874,0.154359323,0.15803481,0.09883403,0.138050014,0.137700011,0.499642346,0.166085036,0.184995566,NA
4952,0.143164138,0.137899758,0.133189809,0.15419449,0.159965503,0.250815539,0.124653234,0.180467259,0.314065557,0.147713258,0.196273324,0.225555553,0.15419449,0.145268095,0.098721568,0.137899758,0.170223206,0.499326516,0.165910139,0.184805168,NA
4953,0.152624794,0.146600357,0.14271402,0.165281077,0.171918537,0.375828772,0.131495247,0.195566943,0.329076535,0.160184978,0.213589472,0.253156554,0.165281077,0.139452627,0.105133874,0.146600357,0.178317767,0.517778515,0.178765463,0.200581513,NA
4954,0.145210972,0.139883614,0.135116527,0.156370247,0.162207075,0.250612386,0.12647448,0.182933556,0.317649962,0.177264015,0.164561661,0.16567728,0.156370247,0.160084552,0.100207312,0.139883614,0.139529715,0.50347335,0.16821833,0.187317198,NA
4955,0.141361414,0.13615279,0.131493408,0.152277557,0.157990226,0.244921394,0.123050125,0.178292556,0.310891664,0.171837385,0.16677877,0.161387596,0.152277557,0.155912614,0.097414842,0.13615279,0.135806839,0.495633207,0.163875777,0.182589837,NA
4992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4996,0.250254917,0.240942956,0.361302583,0.286807857,0.286807857,0.827673469,0.22314672,0.319568648,0.304612302,0.423281672,0.884993367,0.381102384,0.283326916,0.347368838,0.243959509,0.247119982,0.422844437,0.707814524,0.301049705,0.346829298,NA
6603,0.345219102,0.336273685,0.39065753,0.378927439,0.378927439,0.637106834,0.318735113,0.407421818,0.405937274,0.46187858,0.68254367,0.358812584,0.375808486,0.317916473,0.313665952,0.342224719,0.429594711,0.769001209,0.391501366,0.430033839,NA
6608,0.472307084,0.559871323,0.604456661,0.554438868,0.554438868,1.102093226,0.496997685,0.621887087,0.580227812,0.799784903,1.055403091,0.368077255,0.570840122,0.310427138,0.556865389,0.565338447,0.570466289,1.260540397,0.593189716,0.675603513,NA
6610,0.069568987,0.066799842,0.082282058,0.080653619,0.080653619,0.167410254,0.061566224,0.09089716,0.130799817,0.074074972,0.176259538,0.068891115,0.079582785,0.060948496,0.053642159,0.068634336,0.077818993,0.330691637,0.085069513,0.099658965,NA
6614,0.522880792,0.517933594,0.653943185,0.578921074,0.605316947,1.409007877,0.498403073,0.637683943,0.906318081,0.802893464,1.120650699,0.783278708,0.578921074,0.758951669,0.450043837,0.547992702,0.797839453,1.13806537,0.589413813,0.665187142,NA
6615,0.445016711,0.433238389,0.533412339,0.4897127,0.4897127,1.052108654,0.410232206,0.527952836,0.650534668,0.618538951,1.006450567,0.596447678,0.485554264,0.447513871,0.433772961,0.441070514,0.679883422,0.972098073,0.506529836,0.558660343,NA
6616,0.379682909,0.369471612,0.483048845,0.400420231,0.410929425,0.669618107,0.34282638,0.446499415,0.523927906,0.56318586,0.722372679,0.574434752,0.400420231,0.563899779,0.319094173,0.369471612,0.567271525,0.752523822,0.42152053,0.453691902,NA
6617,0.137667474,0.145737946,0.117147837,0.147398369,0.144093066,0.555799199,0.119824583,0.170429475,0.370464811,0.148064496,0.485941363,0.229398371,0.150766136,0.181841226,0.090668967,0.144093066,0.213285184,0.472674527,0.157691304,0.172314469,NA
6618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6619,0.150751666,0.159447346,0.128572579,0.161234483,0.157676294,0.390595737,0.131471497,0.185955972,0.276861523,0.130420121,0.415304169,0.162115773,0.164857252,0.14030087,0.099803303,0.157676294,0.154120864,0.514770324,0.172298352,0.187973781,NA
6620,0.199373892,0.210180088,0.171485815,0.212392172,0.20798496,0.564268395,0.175157815,0.242687955,0.478604165,0.253100912,0.497731376,0.255616865,0.216867202,0.321456875,0.134597439,0.20798496,0.247425425,0.583018423,0.22602052,0.245135986,NA
6623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6624,0.357933882,0.386150842,0.4369783,0.393417598,0.393417598,0.892633374,0.344342267,0.446594598,0.585608121,0.482034462,0.972522234,0.468539229,0.389773699,0.373973808,0.382985854,0.382549102,0.55646089,0.828366994,0.419507374,0.466534324,NA
6625,0.089174196,0.097015093,0.076180806,0.098184207,0.097015093,0.319177873,0.080916814,0.109282069,0.172444627,0.064728964,0.315027826,0.114359144,0.098184207,0.058512465,0.059825638,0.093582008,0.110488419,0.362970949,0.100560149,0.113219174,NA
6626,0.16726122,0.180606684,0.144697468,0.182579467,0.180606684,0.421139348,0.152987625,0.201089515,0.29947416,0.12433208,0.485473958,0.243662716,0.182579467,0.145047504,0.115471158,0.174788117,0.203078253,0.538947007,0.186575153,0.20756341,NA
6627,0.052979056,0.058804887,0.059879467,0.059684678,0.058804887,0.098941649,0.046989167,0.068174833,0.109161742,0.043369572,0.246475896,0.068923714,0.059684678,0.060184595,0.035205828,0.056237952,0.049859859,0.244218193,0.061481355,0.071245486,NA
6632,0.16286782,0.175936803,0.140796536,0.177869649,0.175936803,0.409309351,0.148902105,0.196016713,0.292829157,0.143177229,0.431899214,0.173049256,0.177869649,0.153443544,0.112254733,0.170237428,0.161002507,0.531016237,0.181785185,0.202368662,NA
6633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6637,0.452428394,0.478845464,0.494540146,0.485474107,0.485474107,0.802729509,0.439310393,0.531887016,0.676373902,0.63661153,0.767807076,0.539174793,0.482159001,0.614482714,0.394914876,0.475533788,0.577202681,0.822633991,0.508699307,0.548371567,NA
6638,0.117170838,0.128610161,0.102975064,0.13161492,0.13161492,0.430926178,0.111788996,0.154345989,0.337356023,0.118653589,0.535927849,0.218910401,0.130105164,0.200772897,0.082371989,0.127129826,0.183931552,0.433505955,0.142603282,0.163209153,NA
6639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6886,0.125857473,0.131816097,0.113382892,0.142818492,0.151138007,0.444532367,0.122965543,0.163449532,0.246686843,0.111413012,0.392788928,0.182859209,0.144451278,0.097244438,0.107479321,0.139599075,0.180309223,0.505572234,0.142818492,0.172728681,NA
6889,0.039351899,0.042702447,0.036656851,0.043404526,0.042011225,0.085315259,0.03230928,0.053591614,0.106083966,0.029532818,0.093531533,0.094238575,0.044841874,0.028235362,0.024638727,0.042011225,0.05679352,0.196074095,0.04785372,0.054462539,NA
6899,0.356120589,0.34618933,0.410497126,0.376351778,0.386636627,0.646730353,0.320370028,0.421608835,0.564512827,0.595024055,0.546037812,0.549492528,0.376351778,0.538835803,0.297488656,0.34618933,0.522248359,0.73338915,0.397023609,0.428710926,NA
6900,0.185220969,0.179286272,0.134817202,0.197543137,0.203932004,0.610351329,0.164188823,0.2263295,0.508792159,0.260676767,0.385797659,0.307136154,0.197543137,0.27004471,0.128729574,0.179286272,0.267845318,0.560704439,0.210473302,0.231012053,NA
6910,0.431631647,0.457849747,0.473481479,0.464446764,0.464446764,0.862929394,0.41865561,0.510845293,0.657646511,0.562968986,0.818920272,0.61592188,0.461146554,0.535196971,0.374951552,0.454556626,0.617443214,0.80878772,0.487619359,0.527412456,NA
6912,0.440923599,0.467242121,0.482908894,0.473856186,0.473856186,0.798182423,0.427878514,0.52028152,0.666101813,0.576864938,0.802917186,0.624819792,0.470547861,0.579719922,0.383847373,0.463939255,0.626327263,0.815571824,0.497062522,0.536818863,NA
6916,0.082406628,0.077324906,0.081292105,0.09120687,0.09120687,0.356925053,0.069813802,0.103466523,0.212764077,0.10641876,0.325700773,0.075186754,0.088926428,0.093592324,0.042725477,0.080336716,0.102732699,0.315122476,0.095935584,0.108793703,NA
6917,0.43745361,0.463736811,0.479391811,0.470345064,0.470345064,0.793085991,0.424433249,0.516764265,0.662961109,0.620987891,0.765438699,0.524076814,0.467039492,0.600021709,0.380520841,0.460437309,0.562339276,0.813273917,0.493540744,0.533314098,NA
6918,0.467802361,0.494306753,0.51001227,0.500943696,0.500943696,0.849807299,0.454608682,0.547262508,0.689771641,0.603845606,0.815984045,0.649877846,0.49762512,0.588715841,0.409797105,0.490988887,0.651340817,0.831485302,0.524155046,0.563649805,NA
6922,0.535721023,0.581652511,0.803389592,0.593522407,0.593522407,1.311855856,0.513695263,0.680816455,0.674366246,0.72250052,1.612683015,0.574889837,0.587568289,0.563160872,0.402941462,0.575775206,0.736608712,1.190733116,0.636262306,0.713712619,NA
6925,0.331384736,0.357624625,0.441451053,0.36432781,0.36432781,0.635340028,0.318635698,0.412604403,0.496615106,0.471321146,0.704556309,0.543914973,0.360969447,0.533238384,0.283862499,0.354293614,0.507657708,0.716198204,0.388191842,0.430316648,NA
6926,0.365208377,0.392554073,0.47846956,0.39950479,0.39950479,0.721829407,0.351842835,0.449149118,0.533838265,0.510139401,0.725276652,0.580594352,0.396024181,0.552515594,0.315121716,0.389094783,0.54481275,0.745928194,0.424135587,0.467182423,NA
6927,0.425351731,0.456471198,0.543539727,0.464314294,0.464314294,0.848018553,0.409995488,0.519493154,0.528509216,0.593774327,0.744009837,0.659568673,0.460390294,0.622853551,0.371555193,0.452557484,0.601177815,0.777178896,0.491878991,0.539154679,NA
6928,0.429004802,0.45519113,0.470810918,0.461782469,0.461782469,0.828950973,0.416049928,0.508167387,0.655229878,0.561883439,0.810141878,0.613383865,0.458484983,0.550258599,0.372443616,0.451901192,0.614908966,0.807472225,0.484942501,0.524740868,NA
6934,0.404016448,0.432289122,0.519464202,0.439434435,0.439434435,0.753164493,0.390103448,0.489991844,0.574352431,0.554877,0.734262214,0.619937973,0.435858449,0.59264516,0.351555016,0.428726811,0.585114386,0.776721569,0.464622258,0.508152259,NA
6981,0.305387236,0.366219924,0.487176198,0.362172159,0.358157318,0.915212919,0.32350072,0.391198149,0.546013796,0.583154948,0.9553987,0.342042529,0.374414265,0.469798041,0.274251017,0.362172159,0.471159011,0.893348943,0.370300624,0.435452972,NA
6982,0.420956071,0.465976178,0.577100085,0.475314364,0.484761076,1.003735985,0.42533051,0.533571459,0.782305036,0.671230472,0.959388242,0.705052896,0.484761076,0.711613612,0.388996835,0.475314364,0.670451116,1.013175459,0.4895247,0.569224778,NA
6985,0.230814091,0.228035041,0.356252285,0.263211339,0.279067432,0.58792767,0.21718961,0.299045999,0.372582858,0.400816067,0.8683788,0.3444683,0.263211339,0.304527806,0.277159673,0.245121493,0.437165383,0.705637638,0.269467893,0.316495099,NA
6986,0.364188377,0.422079205,0.468314257,0.418312323,0.414564771,0.898340874,0.381724818,0.445079688,0.594132579,0.626254018,0.921909233,0.372565645,0.42967049,0.432443539,0.446611215,0.418312323,0.534557645,0.900978981,0.425865301,0.48487513,NA
6988,0.423474474,0.419235713,0.559657131,0.471764527,0.494681862,1.096500533,0.402541002,0.522930471,0.612601169,0.684611632,0.929963753,0.48607464,0.471764527,0.535487979,0.421801122,0.445051411,0.590353944,1.002088092,0.48086148,0.547059516,NA
6992,0.493432147,0.53221483,0.6100604,0.542195105,0.542195105,1.255523883,0.47473676,0.615109645,0.966221373,0.70046681,1.135890848,0.642114097,0.537190934,0.756673729,0.29640497,0.527266931,0.647576787,1.09735356,0.577997276,0.642382833,NA
6996,0.162877919,0.151880508,0.206744405,0.181990372,0.181990372,0.666505566,0.135696992,0.208706182,0.470916626,0.208172138,0.577474782,0.303590422,0.177030893,0.251545269,0.089638365,0.158394345,0.268232453,0.557293502,0.192286034,0.220331,NA
6998,0.431003981,0.467830146,0.554922733,0.47737013,0.47737013,1.246841317,0.413392601,0.547838785,0.834882861,0.609198901,1.113863777,0.58041241,0.472583511,0.569007387,0.285777143,0.463110075,0.60577916,1.007774558,0.511803088,0.574539436,NA
7003,0.411328461,0.44167934,0.481298689,0.44945284,0.44945284,1.075939502,0.39661372,0.505812878,0.673950703,0.605472931,0.990298171,0.400637948,0.445557013,0.451223611,0.429003216,0.437819967,0.545788741,0.904982435,0.477219116,0.526710964,NA
7006,0.285353174,0.296303409,0.285932655,0.316037404,0.33055615,0.655530493,0.279970164,0.351432121,0.571578709,0.561612225,0.549486881,0.367344172,0.318913746,0.438382803,0.280596252,0.310326908,0.413332463,0.717916324,0.316037404,0.366705105,NA
7011,0.227939026,0.214347971,0.318575037,0.250922046,0.250922046,0.477278545,0.193848013,0.281740405,0.184975442,0.261076592,0.634304653,0.445305629,0.245034711,0.235268575,0.178928733,0.222430814,0.390401168,0.5917938,0.262975856,0.294692249,NA
7012,0.454830034,0.451540544,0.500281005,0.491212,0.507803437,0.837847782,0.438427674,0.52768729,0.669743236,0.645379825,0.81880464,0.637908409,0.491212,0.572774493,0.432663872,0.471331003,0.672332039,0.842026264,0.497848298,0.544192996,NA
7013,0.420983651,0.437417454,0.577575151,0.467190431,0.489242019,0.885214947,0.41292532,0.521203094,0.526059542,0.552980144,0.961908044,0.380377965,0.471548591,0.295611282,0.363519835,0.458552608,0.535588195,1.007447206,0.467190431,0.544802281,NA
7014,0.38493061,0.397576221,0.43214626,0.420029129,0.436277915,0.676253865,0.378664462,0.459250272,0.484175611,0.465034664,0.733042954,0.517532974,0.423266219,0.348971677,0.379394963,0.413575807,0.544757495,0.811433922,0.420029129,0.475771655,NA
7016,0.210654738,0.20349803,0.289478204,0.225516425,0.23322075,0.381040305,0.185304635,0.260203,0.219215104,0.253921203,0.579635676,0.31749491,0.225516425,0.214116621,0.169661702,0.20349803,0.307655234,0.580389663,0.24110634,0.265835823,NA
7020,0.331556014,0.328343702,0.445227631,0.367879161,0.384929626,0.565098476,0.315656425,0.405766062,0.485914529,0.537584812,0.699761454,0.544106708,0.367879161,0.547556521,0.31760948,0.347849389,0.54766381,0.7451422,0.374662449,0.423396347,NA
7021,0.088902112,0.085728865,0.079756226,0.101460942,0.101460942,0.32948192,0.079688723,0.112882817,0.160919741,0.059040272,0.503880733,0.187194834,0.100257148,0.066681605,0.067531466,0.087832758,0.155597693,0.390222385,0.106405129,0.122527926,NA
7022,0.420812306,0.411138026,0.469072665,0.456752959,0.456752959,0.820324541,0.392000936,0.486515253,0.616764467,0.604564395,0.810671672,0.592650696,0.453461129,0.52874105,0.386427492,0.417580395,0.631966524,0.812356803,0.469955246,0.509740916,NA
7048,0.133785151,0.16934375,0.206023936,0.167047727,0.167047727,0.265049032,0.143498591,0.196398918,0.133623892,0.27015911,0.382532165,0.134902512,0.174015999,0.130604737,0.206724646,0.171666447,0.165883157,0.505649144,0.183686268,0.221089741,NA
7223,0.483911796,0.502181966,0.615638726,0.535194613,0.559574916,1.171367016,0.474940221,0.594807029,0.622300613,0.627069501,1.075225742,0.412907195,0.540017729,0.335751992,0.414945315,0.525628309,0.597008772,1.177248163,0.535194613,0.620743971,NA
7241,0.146647294,0.175266517,0.138644471,0.173355993,0.171461965,0.398408664,0.155149476,0.187078501,0.275686619,0.155178043,0.409517263,0.168632832,0.179137235,0.158071026,0.127135586,0.173355993,0.169518157,0.562751906,0.177193583,0.208108893,NA
7267,0.623520847,0.642798582,0.760396568,0.662485542,0.669138602,1.428468069,0.544720502,0.752484209,1.090100308,1.108679193,1.285373738,0.663178036,0.675836943,0.68596053,0.531139015,0.636327155,0.86198811,1.392200142,0.716973805,0.781686799,NA
7309,0.186277308,0.197541212,0.203357416,0.199854611,0.195248057,0.456486909,0.16127892,0.231775362,0.465726917,0.207352313,0.444679314,0.348554149,0.204542226,0.306598014,0.125622667,0.195248057,0.275645717,0.562114996,0.214161077,0.234372581,NA
7438,0.339690316,0.360417142,0.494295735,0.364677476,0.356195254,0.921496333,0.293784725,0.423588206,0.546914388,0.419494097,0.952613028,0.533475404,0.373313798,0.39293894,0.205971384,0.356195254,0.51628518,0.882577408,0.391050927,0.428392223,NA
7449,0.108646891,0.104496973,0.119655617,0.117382128,0.121974059,0.262399235,0.094108827,0.138408959,0.203976489,0.106466236,0.254814821,0.114418344,0.117382128,0.0994098,0.073994201,0.104496973,0.111963056,0.42114449,0.126719834,0.141910967,NA
7451,0.190300496,0.23227857,0.255282375,0.229475507,0.226696282,0.428166883,0.202760295,0.249594506,0.210864332,0.32217258,0.383087618,0.341213857,0.237956019,0.243201112,0.197116761,0.229475507,0.290023243,0.593896268,0.235105425,0.28031083,NA
7471,0.329997146,0.320431851,0.382756028,0.349549939,0.359524591,0.462875412,0.295664854,0.393618215,0.403139644,0.507777184,0.391336328,0.365375145,0.349549939,0.373303176,0.27383702,0.320431851,0.370426069,0.723239778,0.369622132,0.400575349,NA
7475,0.252183033,0.274728392,0.307234175,0.28055641,0.28055641,0.476125879,0.24138101,0.323379588,0.46666118,0.478577583,0.431550688,0.352390658,0.277632986,0.479388132,0.212410453,0.271842751,0.334809525,0.630654994,0.301536163,0.339475217,NA
7481,0.348439299,0.360133908,0.451949244,0.371996927,0.375986612,0.790728813,0.299969769,0.425038295,0.369254995,0.560045747,0.718650809,0.58304205,0.379993194,0.563661818,0.291945579,0.356216414,0.524492248,0.695417572,0.404360201,0.441775479,NA
7484,0.369127055,0.350944197,0.433143122,0.398989105,0.398989105,0.747592387,0.322747018,0.437374805,0.369604777,0.48231992,0.540311965,0.614049249,0.391443133,0.345790358,0.301618923,0.361805866,0.539434899,0.745639767,0.414222528,0.452969229,NA
7485,0.35336041,0.336942267,0.414617464,0.380350517,0.380350517,0.492001694,0.311484061,0.41513897,0.421269845,0.547656825,0.3900424,0.382896513,0.373525759,0.401397728,0.288967497,0.34674894,0.401929473,0.74988699,0.394140466,0.429316339,NA
7488,0.139801292,0.14876866,0.153423408,0.150618093,0.146938009,0.318262016,0.12011928,0.176408585,0.382283807,0.151292776,0.436189591,0.275287531,0.154373666,0.252142019,0.092558562,0.146938009,0.212700713,0.476814624,0.162114091,0.178529561,NA
7489,0.379682909,0.396936918,0.483048845,0.400420231,0.393464022,0.666395759,0.339560344,0.446499415,0.538400409,0.534411033,0.716507202,0.588577551,0.407416812,0.560323355,0.309698829,0.393464022,0.560124576,0.752523822,0.42152053,0.450093051,NA
7495,0.380394689,0.397660308,0.48380327,0.401145746,0.39418522,0.60500652,0.340238163,0.447246142,0.539151121,0.586194369,0.657306377,0.49038183,0.408146375,0.602268382,0.31034505,0.39418522,0.498236458,0.753500709,0.422257352,0.450840893,NA
7497,0.343539875,0.333777588,0.397180404,0.363459797,0.373603391,0.47777502,0.308447261,0.408181239,0.417812215,0.524494132,0.39449395,0.379547282,0.363459797,0.387595013,0.286059015,0.333777588,0.384675367,0.735646018,0.383859361,0.415219518,NA
7510,0.045810525,0.042226866,0.052986353,0.052152625,0.052152625,0.162069519,0.037044629,0.061248743,0.141361065,0.059152858,0.237840903,0.089320507,0.050493329,0.074432299,0.029234604,0.04434357,0.075672259,0.217440629,0.055626908,0.06528725,NA
7511,0.141031018,0.135832642,0.200417144,0.151926161,0.157628099,0.355026587,0.122756409,0.177893725,0.227923456,0.239335636,0.586963061,0.265828674,0.151926161,0.257528484,0.111669884,0.135832642,0.260161175,0.440973331,0.163502779,0.182183525,NA
7512,0.070861158,0.066224495,0.080502903,0.078906648,0.078906648,0.170689504,0.05938873,0.090134309,0.134751766,0.059876235,0.209984954,0.095990641,0.076820237,0.055850922,0.046315691,0.068971552,0.094581126,0.319099083,0.083235553,0.095015636,NA
7513,0.451794468,0.435414146,0.490582653,0.478206849,0.478206849,0.77900524,0.409510365,0.511377021,0.519786307,0.521124571,0.760165593,0.552967009,0.471586487,0.377688833,0.378568184,0.44522776,0.589485507,0.831201158,0.491468242,0.524633407,NA
7823,0.269798755,0.286415879,0.382426057,0.289834554,0.283029104,0.828409617,0.233078202,0.337223175,0.498786941,0.382629964,0.915752238,0.454572997,0.296768033,0.367080717,0.218427268,0.283029104,0.450986415,0.728465399,0.311022225,0.341097734,NA
7925,0.200055707,0.247520544,0.326238148,0.244491198,0.244491198,0.560683134,0.213144837,0.2828974,0.242443132,0.299834557,0.655048838,0.232870346,0.25367131,0.206101898,0.223034812,0.250580532,0.255860444,0.692094585,0.26634526,0.314724326,NA
7980,0.360810413,0.415962815,0.495496391,0.412437302,0.408920747,0.511009744,0.377729029,0.437284808,0.393187924,0.520481538,0.575543865,0.43279414,0.42303936,0.448344281,0.366260706,0.412437302,0.454391522,0.7938698,0.419496949,0.473303136,NA
7981,0.391677533,0.443276214,0.452246869,0.440002843,0.436734682,0.687045607,0.407600351,0.463010241,0.484639413,0.527213609,0.692686826,0.431809704,0.449837477,0.393943795,0.389256887,0.440002843,0.489045098,0.823913364,0.446554518,0.496128567,NA
7982,0.374423334,0.441077392,0.537297463,0.436953847,0.436953847,0.886014357,0.393264053,0.488082817,0.481502015,0.416618721,1.103388953,0.548981806,0.449399792,0.264659249,0.35077015,0.445226056,0.629216755,0.933473867,0.466344427,0.528748907,NA
7993,0.473494413,0.515666657,0.54304774,0.524319829,0.533042751,1.190150021,0.477626943,0.577653064,0.616842517,0.541658408,1.028330852,0.604823785,0.533042751,0.329862844,0.487299951,0.524319829,0.663917546,1.070716097,0.537429926,0.609796772,NA
