Case Num,CA-LOS ANGELES,CA-LOS GATOS,CA-SAN DIEGO,CA-WALNUT CREEK,DE-WILMINGTON,FL-CLEARWATER,IL-CHICAGO,MA-FRAMINGHAM,MA-SPRINGFIELD,MI-ANN ARBOR,NC-CHARLOTTE,NY-BUFFALO,NY-NEW YORK CITY,OH-COLUMBUS,OH-CLEVELAND HEIGHTS,OH-TOLEDO,PA-PHILADELPHIA,PA-PITTSBURGH,WA-KENT,WI-MADISON,NY-Westchester
8135,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
8136,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
8143,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
8144,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,NA
8145,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
8146,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
8152,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA
8156,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8157,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8158,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,NA
8161,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8162,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8163,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8168,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,NA
8170,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8172,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8173,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8174,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8175,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,NA
8176,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,NA
8177,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8178,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8180,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,NA
8181,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8182,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,NA
8183,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8184,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8186,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,NA
8187,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,NA
8188,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8189,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
8190,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8191,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8195,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,NA
8198,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,NA
8199,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA
8202,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
8213,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
8222,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
8223,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,NA
8224,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
8225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
8226,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA
8236,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
8238,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA
